train_loss,test_loss
0.0029697948014363647,1.5852333977818488e-05
0.0011970889950171113,1.2149958871304989e-05
0.0011292725149542092,1.1368628591299057e-05
0.0011055714283138513,1.0363604873418807e-05
0.0010402155388146638,1.1409974656999111e-05
0.001023796306923032,1.0566803626716137e-05
0.0009021256295964122,8.533627726137639e-06
0.0008264434533193707,8.8340500369668e-06
0.0008229999630711973,8.16444493830204e-06
0.0008356997189112007,8.146831765770911e-06
0.0008279138128273189,8.6989626288414e-06
0.000806303879711777,7.958611473441125e-06
0.000837887616828084,7.915738970041274e-06
0.0007921644928865134,7.455687504261732e-06
0.0007555407560430467,7.397503592073917e-06
0.0007471053367480635,8.575273677706718e-06
0.0007401085644960404,8.849265053868293e-06
0.0007303556185215711,7.076730951666832e-06
0.0006898358310572803,6.459953729063273e-06
0.000661934828851372,7.489605806767941e-06
0.000655229652300477,6.347131915390491e-06
0.0006620504292659461,6.5912138670682904e-06
0.0006303057512268424,6.457892712205648e-06
0.0006429040390066803,6.3868137076497076e-06
0.0006167771732434631,6.005357950925827e-06
0.0006103005432523787,6.505664903670549e-06
0.0006284149885177612,6.279360968619585e-06
0.0006188069595955312,6.15377351641655e-06
0.000622436463367194,5.968234967440367e-06
0.0006229176772758365,6.439327262341976e-06
0.0006041390667669475,6.0760313645005226e-06
0.0006330939074978232,6.2749567441642285e-06
0.0006178925884887576,6.187796592712402e-06
0.0006101607573218644,6.094683893024922e-06
0.0005955423344857991,5.923254415392876e-06
0.0005929051120765507,5.665813572704792e-06
0.0005915677193552255,5.615514237433672e-06
0.0006048493906855583,5.6865331716835495e-06
0.0005867071230895817,6.616763304919004e-06
0.0005868604774586857,5.486722104251385e-06
0.0005591893969103693,5.538284312933683e-06
0.000555401848629117,4.946582019329071e-06
0.000540096627548337,5.284341983497143e-06
0.0005171041884459556,5.013463087379932e-06
0.0005003599841147662,5.177874583750963e-06
0.000490723293274641,4.8295347951352595e-06
0.0005021724025718868,5.257452838122845e-06
0.0005029432266019285,5.16601512208581e-06
0.000482746243942529,4.822407383471727e-06
0.0004770155674777925,4.9649802967906e-06
0.0004663422140292823,4.757298622280359e-06
0.0004830861398950219,7.393369916826486e-06
0.67761853406718,0.0001142939254641533
0.00696866362541914,6.154888123273849e-05
0.006626401718705892,8.302482217550278e-05
0.0058920390531420706,5.87066188454628e-05
0.006136235773563385,7.710288465023041e-05
0.005124933157116175,5.405306816101074e-05
0.004616985693573951,4.798996448516846e-05
0.0033525150157511234,3.483100235462189e-05
0.0026264875242486595,2.483031526207924e-05
0.0019543903125450015,1.9770191982388495e-05
0.002121981170959771,1.947101950645447e-05
0.002054408008232713,2.1245401352643968e-05
0.0017662892090156675,2.687307447195053e-05
0.001929527973756194,1.0516554117202759e-05
0.0015075001772493124,1.764846034348011e-05
0.0018132161255925894,1.827235519886017e-05
0.0017801230009645223,1.8620043992996215e-05
0.0015763680040836335,1.3750441372394563e-05
0.0012758272318169474,1.2244119308888911e-05
0.0010813880786299706,1.091325655579567e-05
0.0014602227546274662,2.5895334780216216e-05
0.0015350898471660913,8.258573710918426e-06
0.0014137149900197983,1.7077283933758737e-05
0.001314200279302895,1.0306797921657562e-05
0.0012516302103176714,1.1057147756218911e-05
0.0012438645288348198,1.2729734182357788e-05
0.0012118355608545244,1.0439787060022355e-05
0.001131636498030275,9.715968742966651e-06
0.0009019995713606477,8.755644783377647e-06
0.0008480461640283465,1.2298059649765492e-05
0.0011930562146008014,1.334587298333645e-05
0.0011002670102752746,1.2102031148970127e-05
0.0010381118995137512,1.0039128363132477e-05
0.0009545867457054555,8.828870952129364e-06
0.0009715615347959102,1.0036753490567207e-05
0.0009159133732318879,1.0003234259784221e-05
0.0008673428618349134,7.676190696656703e-06
0.0008585460446774959,7.602851837873459e-06
0.000788169905077666,6.29557017236948e-06
0.0006266115619800985,5.615628324449062e-06
0.0005662829051725567,5.644242279231548e-06
0.0006096263364888727,7.415971718728542e-06
0.0008355722879059613,9.311092086136342e-06
0.0008311545765027404,7.403873838484287e-06
0.0007758986200205981,7.0393085479736325e-06
0.0007446814412251115,6.843273062258958e-06
0.0007380666593089699,7.075252011418342e-06
0.000656145897693932,6.58843107521534e-06
0.0006627648863941431,6.43242709338665e-06
0.0006893074628897011,6.352338474243879e-06
0.0006142575675621628,6.003170739859342e-06
0.0006128334677778185,6.939792539924383e-06
0.000692181427963078,6.510844454169274e-06
0.0006542246658354998,6.2099355272948745e-06
0.000594673183746636,5.513259209692478e-06
0.0005367746530100703,5.248572677373886e-06
0.0004985144454985858,4.965298809111118e-06
0.0004890966573730111,4.957656841725111e-06
0.000496135591994971,5.210050381720066e-06
0.0005005364092066884,4.938171245157719e-06
0.0005213549011386931,5.1142582669854164e-06
0.0005137782441452146,5.658121779561043e-06
0.0005304266773164272,5.396377295255661e-06
0.0005344620714895427,5.538629367947578e-06
0.0005356444464996457,5.947459023445845e-06
