train_loss,test_loss
0.0024355052416212856,8.64699948579073e-06
0.0006790401572361589,6.254069041460753e-06
0.0005135361724533141,6.053565070033074e-06
0.0004706072257831693,5.9405872598290445e-06
0.0004247004862409085,4.375074058771133e-06
0.00042998464358970525,4.18062275275588e-06
0.0003880732203833759,3.827373031526804e-06
0.00035350156272761525,4.83175041154027e-06
0.0003497398253530264,4.459233488887548e-06
0.00032513260142877696,3.728720359504223e-06
0.0003282958283089101,3.7728603929281235e-06
0.0002949500703252852,3.6928958725184203e-06
0.00029254359356127677,3.645182587206364e-06
0.000368346719071269,3.925029188394546e-06
0.0002651493772864342,3.2720004674047232e-06
0.0003024575219023973,3.846981097012758e-06
0.0002749315092805773,3.354759654030204e-06
0.00024687827890738847,3.2052746973931788e-06
0.00024046354717575014,2.9356470331549644e-06
0.00025704852980561557,3.5423887893557547e-06
0.0002459128013579175,3.083894727751613e-06
0.00024886753270402553,3.52653581649065e-06
0.0002982077719643712,3.5608727484941483e-06
0.00022713168966583908,2.82249110750854e-06
0.00022705171536654235,3.0022989958524704e-06
0.00022458436316810548,3.159276209771633e-06
0.00024553538556210694,3.5514342598617077e-06
0.00022727621789090334,2.703582867980003e-06
0.00023092573904432356,2.8466186486184597e-06
0.0002407759849447757,2.9040067456662654e-06
0.00020118237740825862,3.2478165812790393e-06
0.00019363963638897985,2.592874923720956e-06
0.00019146444322541356,3.067708807066083e-06
0.00019360128266271204,3.0410680919885636e-06
0.00020648782525677233,2.6153093203902244e-06
0.00021989085688255727,3.2018478959798814e-06
0.0002138092799577862,2.7484295424073937e-06
0.000180369230103679,2.8550827410072086e-06
0.00019588449993170797,2.5477898307144644e-06
0.00018396239494904875,2.619684208184481e-06
0.0001733711005654186,2.847462659701705e-06
0.00019148619764018803,2.7770232409238816e-06
0.0001963641893817112,2.7149098459631206e-06
0.0005000393174123019,0.00027609765529632566
0.27090312068909406,5.284201353788376e-05
0.0036338325273245573,3.025943413376808e-05
0.0033283943347632884,4.465045034885406e-05
0.0020759811950847506,1.484866626560688e-05
0.0014795213993638754,1.1876339092850685e-05
0.0011324342195875943,6.290081888437271e-06
