,Unnamed: 0,N,close_U,F,coeffs,method
160,160,3,True,"[0.999994   0.999998   0.9999961  0.99999136 0.99998546 0.9999798
 0.9999753  0.9999724  0.99997133 0.9999718  0.9999737  0.99997663
 0.9999802  0.9999842  0.99998796 0.9999915  0.99999446 0.99999666
 0.99999833 0.99999934 0.9999997  0.99999976 0.99999934 0.99999875
 0.9999981  0.99999744 0.99999684 0.99999636 0.99999607 0.999996
 0.99999607 0.99999624 0.99999666 0.99999696 0.99999744 0.99999785
 0.99999833 0.9999987  0.999999   0.9999992  0.99999934 0.99999934
 0.99999934 0.99999917 0.999999   0.99999875 0.99999857 0.9999983
 0.9999981  0.999998   0.99999785 0.99999785 0.99999785 0.99999803
 0.9999982  0.99999845 0.9999987  0.99999905 0.9999993  0.99999946
 0.9999996  0.9999995  0.99999934 0.999999   0.9999985  0.9999978
 0.99999714 0.9999963  0.9999955  0.99999493 0.99999446 0.99999416
 0.9999943  0.9999946  0.9999952  0.999996   0.999997   0.9999981
 0.999999   0.9999997  1.         0.99999964 0.99999875 0.99999696
 0.9999944  0.99999106 0.999987   0.9999825  0.99997777 0.9999731
 0.99996907 0.999966   0.9999644  0.99996465 0.99996704 0.99997145
 0.99997777 0.9999852  0.9999926  0.9999979  0.99999845]","[[1.096508   0.64344823 0.98118246 0.84313494 1.1778141  0.9972427 ]
 [0.03999759 0.1567622  5.755165   4.536791   0.3096064  3.6645381 ]
 [1.6199358  4.6394315  5.7871127  6.2734137  4.93207    2.4604232 ]]",trotter
161,161,3,False,"[1.0019094  1.0004939  0.99938685 0.9985602  0.9979841  0.997628
 0.99746007 0.9974482  0.99756134 0.9977693  0.9980439  0.99835914
 0.9986913  0.99901974 0.9993276  0.9996013  0.9998302  1.000009
 1.000134   1.000206   1.0002282  1.0002067  1.0001485  1.0000637
 0.99996144 0.9998519  0.99974465 0.9996484  0.9995702  0.9995152
 0.9994873  0.99948734 0.99951434 0.9995661  0.9996374  0.99972296
 0.9998158  0.99990946 0.9999965  1.0000709  1.0001274  1.0001619
 1.0001721  1.0001577  1.0001193  1.0000596  0.99998283 0.99989355
 0.99979806 0.9997023  0.9996122  0.99953353 0.9994714  0.9994301
 0.9994124  0.99942005 0.999454   0.99951357 0.9995972  0.99970216
 0.9998256  0.9999631  1.000111   1.0002643  1.0004182  1.0005679
 1.0007092  1.0008373  1.0009478  1.0010375  1.0011024  1.0011401
 1.0011481  1.0011243  1.0010679  1.0009778  1.000854   1.0006975
 1.0005093  1.0002908  1.0000451  0.9997752  0.9994851  0.99918
 0.99886584 0.9985489  0.9982377  0.99794143 0.99767035 0.99743646
 0.99725264 0.9971337  0.99709505 0.99715364 0.99732697 0.9976338
 0.998093   0.99872404 0.99954593 1.0005773  1.0018364 ]","[[1.096508   0.64344823 0.98118246 0.84313494 1.1778141  0.9972427 ]
 [0.03999759 0.1567622  5.755165   4.536791   0.3096064  3.6645381 ]
 [1.6199358  4.6394315  5.7871127  6.2734137  4.93207    2.4604232 ]]",trotter
162,162,3,True,"[0.9999988  0.99999046 0.9999654  0.9999334  0.99990135 0.999874
 0.99985415 0.99984324 0.9998412  0.999847   0.9998595  0.99987674
 0.9998968  0.999918   0.9999385  0.99995714 0.99997294 0.99998516
 0.9999936  0.99999845 0.9999999  0.9999985  0.999995   0.99999005
 0.9999845  0.99997884 0.99997395 0.9999701  0.9999676  0.9999666
 0.9999673  0.9999693  0.9999725  0.9999766  0.99998116 0.9999859
 0.99999017 0.9999939  0.9999968  0.9999985  0.9999993  0.99999887
 0.99999744 0.9999953  0.9999927  0.99998987 0.9999871  0.9999848
 0.999983   0.99998206 0.9999819  0.9999826  0.999984   0.9999861
 0.9999885  0.999991   0.99999344 0.9999955  0.999997   0.9999979
 0.99999815 0.9999977  0.99999666 0.9999952  0.99999344 0.9999916
 0.99999    0.99998856 0.99998754 0.99998707 0.99998707 0.9999875
 0.9999883  0.9999896  0.99999106 0.99999255 0.9999939  0.9999952
 0.9999961  0.9999966  0.99999654 0.999996   0.9999947  0.9999929
 0.9999905  0.9999877  0.99998456 0.9999813  0.9999782  0.9999753
 0.9999732  0.9999719  0.9999718  0.99997306 0.9999757  0.99997956
 0.9999844  0.9999895  0.99999386 0.9999961  0.9999941 ]","[[1.0608077  0.99663264 0.7541598  0.9401081  1.4348571  1.1504592 ]
 [4.5973735  6.1419115  2.216317   4.510246   0.1577247  4.673044  ]
 [4.2248073  1.2356029  2.0900471  6.212059   2.987291   5.594218  ]]",trotter
163,163,3,False,"[1.0018978  1.000111   0.9987276  0.9977056  0.9970014  0.9965714
 0.9963733  0.99636596 0.9965103  0.9967695  0.99711037 0.9975027
 0.99791986 0.9983394  0.99874276 0.9991155  0.9994464  0.9997287
 0.9999581  1.000134   1.0002582  1.000334   1.0003678  1.0003659
 1.0003355  1.0002846  1.0002216  1.0001526  1.000085   1.0000242
 0.99997383 0.99993765 0.99991715 0.9999121  0.9999216  0.9999433
 0.9999738  1.0000091  1.0000439  1.0000732  1.0000916  1.0000945
 1.0000781  1.0000389  0.9999753  0.9998871  0.999776   0.99964505
 0.9994989  0.9993447  0.9991902  0.99904376 0.9989152  0.9988138
 0.9987489  0.9987285  0.99875915 0.9988461  0.99899155 0.9991961
 0.9994568  0.9997693  1.0001256  1.0005165  1.0009301  1.0013531
 1.0017716  1.0021704  1.0025347  1.0028496  1.0031018  1.0032784
 1.003368   1.0033618  1.003253   1.0030372  1.002712   1.0022784
 1.00174    1.001103   1.0003767  0.99957377 0.9987096  0.99780244
 0.9968738  0.99594766 0.9950523  0.99421656 0.99347466 0.9928614
 0.9924153  0.9921766  0.9921877  0.99249345 0.99313915 0.99417293
 0.99564224 0.99759704 1.000086   1.0031587  1.0068638 ]","[[1.0608077  0.99663264 0.7541598  0.9401081  1.4348571  1.1504592 ]
 [4.5973735  6.1419115  2.216317   4.510246   0.1577247  4.673044  ]
 [4.2248073  1.2356029  2.0900471  6.212059   2.987291   5.594218  ]]",trotter
164,164,3,True,"[0.99998194 0.99999166 0.99999595 0.9999966  0.9999947  0.9999914
 0.9999877  0.9999843  0.99998164 0.99998015 0.9999798  0.9999807
 0.99998254 0.99998516 0.9999882  0.99999136 0.9999942  0.9999967
 0.9999985  0.99999964 1.         0.9999997  0.99999887 0.9999978
 0.9999966  0.99999565 0.99999475 0.99999416 0.99999404 0.9999941
 0.9999944  0.99999493 0.9999954  0.99999595 0.99999636 0.99999666
 0.99999696 0.9999972  0.9999974  0.9999976  0.99999785 0.9999981
 0.9999983  0.9999985  0.99999857 0.9999985  0.9999985  0.9999983
 0.9999981  0.99999785 0.9999976  0.9999974  0.9999971  0.9999969
 0.99999666 0.9999964  0.9999963  0.99999624 0.99999624 0.9999963
 0.9999965  0.9999968  0.99999714 0.99999756 0.999998   0.99999815
 0.9999983  0.9999981  0.9999977  0.99999696 0.99999607 0.9999951
 0.9999943  0.9999937  0.99999344 0.99999374 0.9999944  0.9999956
 0.9999971  0.9999984  0.99999946 0.99999964 0.9999988  0.9999965
 0.99999243 0.99998665 0.9999792  0.9999706  0.99996126 0.999952
 0.99994385 0.9999377  0.9999344  0.9999347  0.999939   0.9999472
 0.9999587  0.99997234 0.9999858  0.99999624 0.9999998 ]","[[1.4535855  0.54244417 0.88661975 0.6466233  1.0907903  0.53667945]
 [1.251263   1.9183878  6.2188597  1.7123873  6.2796483  1.5148817 ]
 [0.5960439  2.153875   5.346246   3.827646   4.9047112  2.5141435 ]]",trotter
165,165,3,False,"[1.0070399  1.0042177  1.0018138  0.9998073  0.99817586 0.9968945
 0.9959378  0.9952783  0.9948864  0.9947327  0.9947858  0.9950141
 0.99538606 0.99587053 0.9964364  0.99705446 0.9976971  0.9983392
 0.9989583  0.99953496 1.0000539  1.0005033  1.0008764  1.0011687
 1.0013814  1.0015182  1.001587   1.0015967  1.0015588  1.0014862
 1.0013902  1.0012832  1.0011741  1.0010706  1.0009778  1.0008974
 1.0008283  1.0007672  1.0007088  1.0006458  1.0005704  1.0004765
 1.0003568  1.000208   1.0000281  0.99981827 0.99958265 0.99932796
 0.99906355 0.99880093 0.99855196 0.9983296  0.9981454  0.9980104
 0.9979332  0.9979198  0.99797285 0.99809253 0.99827534 0.9985162
 0.9988058  0.9991346  0.9994913  0.9998629  1.000238   1.0006042
 1.0009506  1.0012671  1.0015452  1.0017775  1.0019578  1.0020814
 1.0021449  1.0021454  1.0020807  1.0019497  1.0017513  1.0014845
 1.0011503  1.0007484  1.000281   0.9997504  0.9991617  0.998521
 0.9978376  0.9971236  0.9963946  0.9956699  0.994973   0.9943314
 0.9937761  0.9933424  0.99306804 0.99299425 0.9931629  0.9936165
 0.9943976  0.9955466  0.99710083 0.9990931  1.0015517 ]","[[1.4535855  0.54244417 0.88661975 0.6466233  1.0907903  0.53667945]
 [1.251263   1.9183878  6.2188597  1.7123873  6.2796483  1.5148817 ]
 [0.5960439  2.153875   5.346246   3.827646   4.9047112  2.5141435 ]]",trotter
166,166,3,True,"[0.9999969  0.9999983  0.99999684 0.99999404 0.9999908  0.9999879
 0.9999856  0.9999841  0.99998355 0.9999837  0.99998474 0.99998623
 0.999988   0.99999017 0.9999922  0.9999941  0.9999958  0.9999972
 0.9999982  0.999999   0.9999993  0.99999946 0.9999994  0.9999991
 0.99999887 0.99999845 0.99999803 0.9999978  0.9999975  0.9999974
 0.9999973  0.9999974  0.99999756 0.9999977  0.9999979  0.99999815
 0.9999984  0.9999986  0.99999887 0.999999   0.99999917 0.9999992
 0.9999992  0.9999993  0.99999917 0.9999991  0.9999991  0.9999989
 0.9999989  0.99999887 0.99999887 0.99999887 0.99999887 0.9999989
 0.99999905 0.9999991  0.9999992  0.9999993  0.9999994  0.9999994
 0.9999994  0.9999994  0.99999934 0.99999917 0.9999991  0.9999989
 0.99999875 0.9999987  0.9999985  0.99999845 0.9999984  0.9999984
 0.9999985  0.9999986  0.9999988  0.999999   0.9999993  0.99999946
 0.9999997  0.9999998  0.99999976 0.99999964 0.9999993  0.99999857
 0.9999977  0.9999964  0.9999951  0.99999356 0.9999919  0.9999903
 0.99998903 0.999988   0.99998766 0.99998796 0.9999891  0.99999094
 0.99999344 0.9999961  0.9999984  0.9999992  0.99999744]","[[1.3128469  1.3362672  0.52650917 0.8890734  1.2294149  0.53921306]
 [1.2335565  3.3382595  4.8574557  3.8091452  0.68112487 1.4716816 ]
 [0.62235934 2.7449393  4.323093   4.114728   2.4352713  3.788977  ]]",trotter
167,167,3,False,"[1.0019885  1.0009427  1.0000784  0.99938154 0.9988381  0.9984326
 0.9981512  0.99797803 0.99789953 0.99790144 0.9979702  0.9980937
 0.9982593  0.99845666 0.9986756  0.9989071  0.99914324 0.9993777
 0.9996045  0.9998188  1.000017   1.0001965  1.0003552  1.0004916
 1.0006055  1.0006962  1.0007651  1.0008119  1.0008386  1.0008457
 1.0008348  1.0008075  1.0007657  1.0007106  1.000644   1.000568
 1.0004834  1.0003929  1.000298   1.0002006  1.0001026  1.0000058
 0.999912   0.99982315 0.999741   0.99966705 0.99960274 0.99954945
 0.99950826 0.9994798  0.99946445 0.9994627  0.9994743  0.9994988
 0.99953556 0.9995834  0.9996415  0.9997086  0.99978274 0.99986315
 0.99994755 1.0000347  1.000123   1.0002109  1.0002968  1.0003794
 1.0004569  1.000528   1.000591   1.0006446  1.0006866  1.0007155
 1.0007297  1.0007269  1.0007055  1.0006638  1.0006001  1.0005133
 1.0004027  1.0002682  1.0001106  0.99993134 0.999733   0.99951863
 0.9992942  0.99906456 0.998838   0.99862206 0.9984266  0.99826187
 0.99813914 0.9980701  0.9980668  0.99814194 0.99830717 0.99857503
 0.9989568  0.99946314 1.0001038  1.0008878  1.0018221 ]","[[1.3128469  1.3362672  0.52650917 0.8890734  1.2294149  0.53921306]
 [1.2335565  3.3382595  4.8574557  3.8091452  0.68112487 1.4716816 ]
 [0.62235934 2.7449393  4.323093   4.114728   2.4352713  3.788977  ]]",trotter
168,168,3,True,"[0.99999994 0.99999946 0.99999833 0.9999969  0.9999956  0.99999464
 0.999994   0.99999386 0.9999941  0.9999948  0.9999955  0.99999654
 0.9999974  0.999998   0.99999845 0.99999887 0.9999989  0.9999989
 0.9999989  0.99999887 0.99999887 0.99999887 0.99999887 0.999999
 0.99999905 0.99999917 0.9999992  0.99999934 0.99999946 0.9999995
 0.9999995  0.9999996  0.9999996  0.9999996  0.99999946 0.99999946
 0.9999994  0.9999992  0.9999992  0.9999992  0.9999992  0.9999992
 0.9999993  0.9999993  0.9999994  0.9999994  0.99999946 0.9999995
 0.99999946 0.99999946 0.99999946 0.9999994  0.9999994  0.99999934
 0.99999934 0.99999934 0.99999934 0.99999934 0.99999946 0.99999946
 0.99999946 0.9999995  0.9999995  0.9999996  0.9999995  0.99999946
 0.99999934 0.99999917 0.9999991  0.9999989  0.9999988  0.9999987
 0.9999987  0.9999987  0.9999987  0.99999875 0.9999989  0.99999905
 0.9999993  0.99999946 0.9999995  0.99999946 0.99999917 0.9999985
 0.9999973  0.9999955  0.99999315 0.99999    0.9999864  0.99998236
 0.99997836 0.9999747  0.99997187 0.9999705  0.999971   0.9999735
 0.9999781  0.9999845  0.9999916  0.9999976  0.99999976]","[[1.0088214  1.2896788  1.2696141  1.3911315  1.1140723  0.8966961 ]
 [0.17658764 4.303202   1.6255112  2.068721   3.0009227  5.5357347 ]
 [4.774155   1.5459381  4.5090976  0.90408254 2.06785    1.2110144 ]]",trotter
169,169,3,False,"[1.0000634  0.99874526 0.9979075  0.9974812  0.9973917  0.99756044
 0.99791014 0.9983681  0.9988707  0.9993636  0.99980605 1.0001694
 1.0004371  1.0006033  1.0006728  1.0006567  1.0005713  1.000436
 1.00027    1.0000932  0.99992234 0.9997711  0.9996499  0.99956495
 0.99951935 0.99951303 0.9995425  0.999603   0.9996878  0.99978995
 0.9999015  1.0000151  1.0001248  1.0002238  1.0003076  1.0003729
 1.0004169  1.0004387  1.0004377  1.000415   1.0003724  1.0003119
 1.0002364  1.0001501  1.0000565  0.9999593  0.99986315 0.9997722
 0.99969023 0.99962103 0.999568   0.9995339  0.9995206  0.9995291
 0.9995598  0.99961174 0.99968284 0.9997699  0.9998693  0.9999757
 1.0000839  1.0001879  1.000282   1.0003608  1.0004196  1.0004549
 1.0004644  1.0004475  1.0004054  1.0003409  1.0002581  1.0001628
 1.0000612  0.9999599  0.9998662  0.9997854  0.9997231  0.99968237
 0.9996652  0.9996711  0.9996979  0.99974227 0.9997982  0.99985975
 0.99991995 0.9999715  1.0000086  1.0000259  1.0000203  0.9999895
 0.99993503 0.9998603  0.9997709  0.99967575 0.999586   0.9995143
 0.9994757  0.9994862  0.9995632  0.9997238  0.9999852 ]","[[1.0088214  1.2896788  1.2696141  1.3911315  1.1140723  0.8966961 ]
 [0.17658764 4.303202   1.6255112  2.068721   3.0009227  5.5357347 ]
 [4.774155   1.5459381  4.5090976  0.90408254 2.06785    1.2110144 ]]",trotter
170,170,3,True,"[0.99999946 0.99999404 0.9999753  0.9999513  0.9999277  0.99990827
 0.9998954  0.99988973 0.99989104 0.99989825 0.99991    0.9999244
 0.99994    0.9999551  0.9999686  0.9999798  0.99998826 0.9999941
 0.99999756 0.99999917 0.9999996  0.99999917 0.9999986  0.99999803
 0.9999977  0.99999744 0.9999974  0.99999744 0.99999744 0.9999974
 0.9999972  0.99999696 0.9999968  0.9999966  0.9999966  0.9999967
 0.999997   0.99999726 0.9999975  0.9999978  0.999998   0.999998
 0.99999785 0.99999774 0.9999976  0.99999744 0.9999973  0.9999972
 0.99999714 0.99999696 0.9999969  0.9999968  0.99999666 0.99999654
 0.99999654 0.9999965  0.9999965  0.9999966  0.9999967  0.99999696
 0.9999971  0.99999726 0.99999744 0.9999974  0.9999973  0.9999971
 0.9999967  0.99999624 0.99999577 0.9999952  0.99999475 0.9999943
 0.9999941  0.9999941  0.9999944  0.99999493 0.99999577 0.9999968
 0.99999785 0.99999887 0.9999995  0.9999996  0.99999875 0.99999666
 0.99999326 0.99998826 0.9999817  0.9999736  0.9999646  0.9999552
 0.9999461  0.99993837 0.999933   0.99993116 0.9999334  0.99994034
 0.99995166 0.9999662  0.9999819  0.9999947  0.99999946]","[[0.80031747 0.732839   1.4355114  1.3314825  1.1896695  0.68413   ]
 [0.30589175 1.4380205  0.9901815  5.5627365  5.004483   4.62061   ]
 [0.02955216 0.1526857  1.5797966  6.26899    2.7289088  4.5404696 ]]",trotter
171,171,3,False,"[0.9998861  0.9993657  0.99904543 0.9989042  0.99891794 0.9990594
 0.9993007  0.99961156 0.9999622  1.0003238  1.000669   1.0009726
 1.001215   1.0013788  1.001453   1.0014329  1.0013185  1.0011162
 1.0008377  1.0005007  1.0001248  0.9997331  0.9993505  0.9989998
 0.99870265 0.9984775  0.9983369  0.9982888  0.9983346  0.9984692
 0.99868226 0.9989584  0.99927855 0.99962115 0.9999644  1.000287
 1.0005705  1.0007993  1.0009626  1.0010544  1.0010732  1.0010228
 1.0009114  1.0007497  1.0005511  1.0003307  1.0001032  0.99988353
 0.99968433 0.9995161  0.999387   0.9993013  0.99926174 0.99926704
 0.9993141  0.9993967  0.99950796 0.999639   0.99978137 0.9999254
 1.0000631  1.0001863  1.0002891  1.0003667  1.0004163  1.0004373
 1.00043    1.0003972  1.0003436  1.0002745  1.0001957  1.0001143
 1.0000368  0.99996877 0.9999142  0.99987733 0.99985915 0.9998588
 0.99987435 0.9999007  0.9999322  0.9999616  0.9999813  0.99998325
 0.99996054 0.9999076  0.99982095 0.9996995  0.9995454  0.99936515
 0.9991677  0.9989666  0.9987788  0.99862456 0.9985272  0.9985124
 0.9986082  0.99884254 0.9992443  0.9998426  1.0006642 ]","[[0.80031747 0.732839   1.4355114  1.3314825  1.1896695  0.68413   ]
 [0.30589175 1.4380205  0.9901815  5.5627365  5.004483   4.62061   ]
 [0.02955216 0.1526857  1.5797966  6.26899    2.7289088  4.5404696 ]]",trotter
172,172,3,True,"[0.99999905 0.9999859  0.9999475  0.9998976  0.9998467  0.9998025
 0.99976945 0.9997503  0.9997454  0.99975365 0.9997729  0.9998005
 0.9998332  0.99986786 0.99990165 0.9999323  0.99995786 0.99997747
 0.9999907  0.99999774 0.99999946 0.9999969  0.9999914  0.9999843
 0.9999772  0.9999708  0.99996614 0.9999637  0.9999635  0.99996555
 0.99996924 0.9999742  0.99997956 0.9999848  0.99998933 0.9999928
 0.99999505 0.9999959  0.99999565 0.99999464 0.9999932  0.9999918
 0.99999064 0.9999901  0.99999034 0.99999124 0.9999927  0.9999944
 0.999996   0.99999726 0.9999978  0.9999977  0.9999968  0.9999954
 0.9999936  0.9999918  0.9999902  0.9999892  0.9999888  0.99998903
 0.9999898  0.99999094 0.99999225 0.99999344 0.9999944  0.99999505
 0.9999953  0.9999952  0.99999493 0.99999464 0.9999944  0.9999944
 0.9999947  0.9999951  0.9999958  0.99999666 0.9999975  0.9999983
 0.9999989  0.99999934 0.99999934 0.999999   0.9999981  0.9999966
 0.99999446 0.99999166 0.9999881  0.999984   0.99997944 0.99997485
 0.9999705  0.9999671  0.99996495 0.9999649  0.99996716 0.9999719
 0.99997896 0.99998736 0.9999952  0.99999934 0.99999505]","[[1.0475664  0.70535165 1.4461211  1.3121254  1.2790695  0.9563429 ]
 [0.23488234 3.084871   2.9859097  1.5972     6.1332855  5.9048657 ]
 [0.687671   1.8187208  5.0909324  2.5287228  0.82770675 3.6887262 ]]",trotter
173,173,3,False,"[1.0036689  1.0005976  0.9980822  0.99609005 0.9945829  0.99351877
 0.9928512  0.99253243 0.99251264 0.9927417  0.99317116 0.99375325
 0.9944441  0.9952027  0.99599266 0.9967822  0.9975453  0.99826074
 0.9989132  0.99949205 0.9999921  1.0004119  1.0007538  1.0010228
 1.001227   1.001374   1.0014731  1.0015328  1.0015608  1.0015637
 1.0015461  1.0015117  1.0014613  1.0013949  1.0013112  1.0012085
 1.0010847  1.0009377  1.0007671  1.0005726  1.0003569  1.0001241
 0.99988014 0.9996334  0.99939317 0.9991697  0.9989741  0.9988168
 0.99870706 0.99865204 0.9986561  0.9987201  0.99884194 0.99901503
 0.99923    0.99947387 0.9997319  0.9999887  1.0002277  1.0004345
 1.0005966  1.0007049  1.000755   1.0007453  1.0006814  1.0005708
 1.0004258  1.0002613  1.0000929  0.9999372  0.9998089  0.9997201
 0.99967957 0.99969083 0.99975264 0.9998583  0.9999967  1.0001518
 1.0003042  1.0004332  1.0005175  1.0005372  1.0004743  1.0003169
 1.0000584  0.9996983  0.99924487 0.99871475 0.9981323  0.99753004
 0.996948   0.99643236 0.99603385 0.9958074  0.9958086  0.9960944
 0.9967186  0.99773204 0.9991805  1.0011036  1.0035326 ]","[[1.0475664  0.70535165 1.4461211  1.3121254  1.2790695  0.9563429 ]
 [0.23488234 3.084871   2.9859097  1.5972     6.1332855  5.9048657 ]
 [0.687671   1.8187208  5.0909324  2.5287228  0.82770675 3.6887262 ]]",trotter
174,174,3,True,"[0.99999905 0.99999917 0.99999595 0.9999913  0.99998647 0.9999824
 0.99997973 0.9999786  0.99997866 0.99998003 0.99998236 0.99998516
 0.99998826 0.9999912  0.99999386 0.999996   0.9999978  0.99999887
 0.99999946 0.99999976 0.99999964 0.9999996  0.9999992  0.99999905
 0.99999887 0.99999887 0.99999887 0.999999   0.9999991  0.9999993
 0.99999946 0.9999996  0.99999964 0.9999997  0.9999998  0.99999976
 0.99999976 0.9999998  0.99999976 0.9999997  0.99999964 0.99999964
 0.9999997  0.9999996  0.99999964 0.9999996  0.9999996  0.9999996
 0.9999995  0.9999996  0.9999995  0.9999996  0.9999996  0.9999996
 0.9999996  0.9999996  0.99999964 0.99999964 0.9999997  0.9999997
 0.9999997  0.9999997  0.99999964 0.9999996  0.99999934 0.9999991
 0.9999988  0.99999833 0.9999978  0.9999973  0.9999968  0.9999963
 0.99999607 0.999996   0.9999962  0.99999666 0.9999973  0.9999982
 0.99999905 0.99999976 1.         0.99999964 0.99999845 0.9999963
 0.99999297 0.99998844 0.9999829  0.9999766  0.9999698  0.99996316
 0.9999572  0.99995273 0.9999503  0.99995035 0.9999535  0.99995965
 0.99996847 0.99997896 0.99998957 0.9999976  0.99999964]","[[0.9196058  0.68361205 1.3408345  0.76273793 0.521642   0.8887056 ]
 [2.180878   0.67186576 0.5556737  1.4876397  5.9430385  5.8828225 ]
 [1.13491    2.4457338  5.318838   0.19365744 5.0196033  3.0034075 ]]",trotter
175,175,3,False,"[1.0007299  0.99990755 0.9992904  0.99885863 0.99859154 0.99846774
 0.99846435 0.9985582  0.9987275  0.9989497  0.99920434 0.9994725
 0.9997365  0.9999817  1.0001956  1.0003694  1.0004958  1.0005717
 1.0005962  1.0005717  1.0005023  1.0003945  1.0002557  1.0000955
 0.99992335 0.9997484  0.9995798  0.9994262  0.9992934  0.9991879
 0.99911225 0.99906915 0.9990589  0.9990799  0.9991298  0.9992052
 0.9993014  0.9994142  0.9995385  0.9996694  0.9998029  0.99993485
 1.0000616  1.0001806  1.0002897  1.0003868  1.0004706  1.0005404
 1.0005953  1.0006348  1.0006577  1.000664   1.0006533  1.0006245
 1.0005778  1.0005134  1.0004317  1.0003332  1.0002193  1.0000926
 0.9999549  0.9998105  0.9996626  0.99951625 0.99937594 0.999247
 0.99913454 0.99904275 0.99897647 0.99893844 0.9989315  0.9989567
 0.9990138  0.9991014  0.9992167  0.9993553  0.99951226 0.99968153
 0.99985576 1.0000281  1.0001912  1.0003376  1.0004618  1.0005579
 1.000622   1.0006512  1.0006448  1.0006031  1.0005293  1.0004271
 1.000303   1.0001647  1.0000215  0.9998831  0.9997608  0.9996666
 0.9996124  0.99961007 0.99967146 0.9998073  1.0000279 ]","[[0.9196058  0.68361205 1.3408345  0.76273793 0.521642   0.8887056 ]
 [2.180878   0.67186576 0.5556737  1.4876397  5.9430385  5.8828225 ]
 [1.13491    2.4457338  5.318838   0.19365744 5.0196033  3.0034075 ]]",trotter
176,176,3,True,"[0.99999636 0.9999979  0.9999969  0.9999948  0.9999923  0.9999903
 0.9999888  0.9999882  0.9999883  0.99998915 0.99999046 0.99999195
 0.99999356 0.9999952  0.9999964  0.9999973  0.999998   0.99999815
 0.99999815 0.99999774 0.9999974  0.9999969  0.9999964  0.99999624
 0.99999607 0.99999607 0.99999624 0.99999654 0.9999969  0.9999973
 0.99999774 0.999998   0.9999983  0.99999833 0.99999833 0.9999982
 0.99999803 0.9999978  0.9999975  0.99999714 0.99999684 0.99999654
 0.99999624 0.99999595 0.9999958  0.9999957  0.9999957  0.9999958
 0.999996   0.9999963  0.99999654 0.99999696 0.9999974  0.99999774
 0.99999785 0.999998   0.99999803 0.999998   0.9999977  0.9999974
 0.9999969  0.9999964  0.9999958  0.9999951  0.99999446 0.9999937
 0.9999929  0.999992   0.9999912  0.9999905  0.99999005 0.9999898
 0.99999    0.9999906  0.99999166 0.99999315 0.9999949  0.9999967
 0.99999833 0.99999946 0.99999994 0.9999993  0.9999974  0.99999416
 0.99998957 0.99998367 0.99997693 0.9999697  0.99996257 0.9999562
 0.99995124 0.99994844 0.9999482  0.9999509  0.99995667 0.999965
 0.99997497 0.999985   0.9999926  0.9999946  0.9999865 ]","[[0.6559579 0.7537918 1.1398652 1.4886912 1.0005444 0.5729722]
 [5.430313  2.5202177 3.2975268 4.049408  5.3461523 1.0385956]
 [1.368748  4.1796675 1.667875  5.5035095 2.307423  0.575105 ]]",trotter
177,177,3,False,"[1.0045946  1.0011705  0.99835694 0.9961101  0.9943858  0.9931377
 0.9923191  0.991882   0.9917781  0.9919601  0.99238056 0.99299514
 0.9937594  0.9946321  0.9955758  0.9965534  0.9975338  0.99848807
 0.9993919  1.0002244  1.000969   1.0016129  1.0021466  1.0025651
 1.0028672  1.0030535  1.0031283  1.0030987  1.002974   1.0027645
 1.0024823  1.0021421  1.0017571  1.0013424  1.0009129  1.000483
 1.0000668  0.99967724 0.9993256  0.99902254 0.99877596 0.9985912
 0.99847275 0.99842054 0.99843335 0.99850684 0.9986341  0.99880654
 0.9990131  0.9992427  0.9994827  0.99972075 0.99994576 1.0001466
 1.0003151  1.0004456  1.0005348  1.0005817  1.0005879  1.0005592
 1.0005016  1.0004238  1.0003352  1.0002453  1.0001638  1.0000985
 1.000056   1.0000405  1.0000541  1.0000957  1.0001614  1.0002457
 1.0003399  1.0004342  1.0005175  1.0005779  1.0006044  1.0005865
 1.0005156  1.0003848  1.0001904  0.9999322  0.9996126  0.9992385
 0.9988198  0.9983706  0.9979083  0.9974541  0.997031   0.99666584
 0.9963861  0.9962217  0.9962037  0.99636245 0.9967298  0.99733585
 0.9982099  0.9993804  1.0008725  1.0027106  1.004915  ]","[[0.6559579 0.7537918 1.1398652 1.4886912 1.0005444 0.5729722]
 [5.430313  2.5202177 3.2975268 4.049408  5.3461523 1.0385956]
 [1.368748  4.1796675 1.667875  5.5035095 2.307423  0.575105 ]]",trotter
