,Unnamed: 0,N,close_U,F,coeffs,method
269,269,4,False,"[1.0020562  1.0006225  0.9995276  0.998734   0.9982033  0.9978969
 0.99777716 0.9978068  0.9979513  0.9981783  0.99845815 0.9987643
 0.9990736  0.9993679  0.99963164 0.9998541  1.0000277  1.0001497
 1.0002201  1.0002412  1.0002179  1.0001587  1.0000706  0.9999637
 0.9998472  0.9997302  0.9996204  0.99952585 0.9994513  0.9994005
 0.9993767  0.99937975 0.99940854 0.99946034 0.9995314  0.9996179
 0.9997144  0.99981576 0.99991614 1.0000118  1.000098   1.0001717
 1.0002301  1.0002724  1.000298   1.000307   1.0003011  1.0002819
 1.0002518  1.0002134  1.0001689  1.000122   1.000074   1.0000273
 0.9999836  0.99994415 0.99990946 0.9998807  0.9998571  0.99983954
 0.9998273  0.99982023 0.9998187  0.99982196 0.99983084 0.9998452
 0.99986523 0.99989146 0.9999247  0.99996436 1.0000105  1.0000623
 1.0001191  1.000178   1.000237   1.000292   1.0003387  1.0003715
 1.0003853  1.0003736  1.0003307  1.000251   1.0001296  0.9999629
 0.99974966 0.99949056 0.99918914 0.99885267 0.99849117 0.9981198
 0.9977579  0.997428   0.9971584  0.99698055 0.99693024 0.9970468
 0.99737245 0.99795216 0.99883217 1.0000601  1.001683  ]","[[1.3139176  1.4180272  0.85419124 1.454705   1.3954705  0.50800884
  1.474602   0.90199256 1.0886385 ]
 [1.7189711  1.7156228  3.9852943  0.6203088  1.1888041  3.7001166
  1.6127912  2.8460746  3.0705857 ]
 [5.807835   2.7576172  0.5943568  5.6431355  2.082675   3.5864174
  1.3013963  1.0003301  0.575997  ]]",trotter
270,270,4,True,"[0.99999994 0.9999994  0.9999982  0.9999969  0.99999595 0.9999954
 0.99999523 0.99999535 0.99999577 0.99999624 0.9999967  0.9999972
 0.9999975  0.9999978  0.99999785 0.9999979  0.99999785 0.99999774
 0.99999756 0.9999973  0.9999971  0.9999969  0.9999968  0.99999666
 0.9999966  0.9999965  0.99999654 0.99999654 0.9999966  0.9999967
 0.9999968  0.9999969  0.999997   0.9999971  0.99999714 0.99999726
 0.9999974  0.99999744 0.99999756 0.9999977  0.9999978  0.9999979
 0.9999981  0.99999815 0.9999982  0.9999982  0.99999815 0.999998
 0.9999977  0.9999973  0.9999969  0.9999965  0.99999607 0.99999565
 0.9999954  0.99999523 0.9999953  0.9999954  0.9999958  0.99999624
 0.9999967  0.99999726 0.9999977  0.9999981  0.99999833 0.99999833
 0.9999983  0.99999803 0.99999774 0.9999973  0.99999696 0.99999654
 0.9999963  0.99999607 0.999996   0.99999607 0.9999963  0.9999966
 0.999997   0.99999744 0.99999785 0.99999815 0.99999833 0.9999983
 0.9999979  0.9999972  0.999996   0.99999446 0.9999925  0.99999034
 0.999988   0.999986   0.9999843  0.9999835  0.99998367 0.9999851
 0.9999877  0.99999124 0.999995   0.99999785 0.99999803]","[[0.8668747  0.7320525  1.1810608  1.199326   0.58612776 0.68818414
  0.6609536  1.1598053  0.84568244]
 [1.6192328  4.448172   1.3451207  4.4735928  0.4017648  0.2555595
  1.2303679  5.916187   4.4395967 ]
 [4.4046526  4.2617383  1.4256176  4.8367624  3.0912561  4.0685515
  3.6941886  1.3317689  0.9692928 ]]",trotter
271,271,4,False,"[1.0000778  1.0004891  1.0007185  1.0008092  1.0007979  1.0007172
 1.0005934  1.0004475  1.0002954  1.0001485  1.0000137  0.9998963
 0.99979794 0.99971867 0.9996577  0.99961424 0.9995858  0.99957204
 0.99957216 0.99958473 0.999611   0.9996495  0.99970216 0.9997678
 0.99984616 0.9999362  1.0000372  1.0001453  1.0002582  1.0003713
 1.0004802  1.0005795  1.0006641  1.0007286  1.0007685  1.0007797
 1.0007588  1.0007042  1.0006158  1.0004948  1.0003444  1.0001689
 0.9999741  0.9997671  0.9995564  0.9993503  0.9991577  0.99898696
 0.9988456  0.99874073 0.9986766  0.99865735 0.99868315 0.998754
 0.99886644 0.99901587 0.9991961  0.99939865 0.9996152  0.9998362
 1.0000525  1.0002556  1.0004377  1.0005924  1.000715   1.0008029
 1.0008548  1.0008715  1.0008557  1.000811   1.0007424  1.0006559
 1.0005566  1.0004505  1.0003424  1.0002371  1.0001373  1.0000445
 0.99995935 0.9998814  0.9998081  0.9997372  0.9996655  0.9995898
 0.99950695 0.99941427 0.9993117  0.9991988  0.9990784  0.99895525
 0.99883604 0.9987302  0.99864954 0.99860924 0.99862576 0.99871814
 0.9989076  0.99921685 0.99966925 1.0002897  1.0011033 ]","[[0.8668747  0.7320525  1.1810608  1.199326   0.58612776 0.68818414
  0.6609536  1.1598053  0.84568244]
 [1.6192328  4.448172   1.3451207  4.4735928  0.4017648  0.2555595
  1.2303679  5.916187   4.4395967 ]
 [4.4046526  4.2617383  1.4256176  4.8367624  3.0912561  4.0685515
  3.6941886  1.3317689  0.9692928 ]]",trotter
272,272,4,True,"[1.         0.99999905 0.9999969  0.9999947  0.9999929  0.9999919
 0.99999183 0.9999924  0.9999935  0.999995   0.9999964  0.9999977
 0.9999985  0.99999887 0.9999988  0.99999833 0.99999744 0.9999964
 0.99999535 0.9999945  0.9999938  0.9999935  0.99999374 0.9999942
 0.999995   0.99999607 0.99999714 0.9999983  0.9999991  0.99999964
 0.9999998  0.9999996  0.9999991  0.9999982  0.99999714 0.99999595
 0.9999948  0.999994   0.9999933  0.9999931  0.99999315 0.9999936
 0.99999434 0.99999523 0.9999962  0.99999714 0.9999979  0.99999857
 0.99999887 0.99999905 0.999999   0.99999875 0.9999984  0.999998
 0.99999756 0.99999726 0.999997   0.99999696 0.99999696 0.9999971
 0.9999974  0.9999976  0.99999785 0.9999981  0.9999983  0.9999984
 0.9999984  0.9999984  0.99999833 0.99999833 0.9999983  0.9999983
 0.99999833 0.99999845 0.99999857 0.99999875 0.9999989  0.9999991
 0.99999917 0.99999917 0.999999   0.9999986  0.99999803 0.99999714
 0.9999959  0.99999434 0.9999924  0.99999005 0.9999874  0.9999848
 0.9999822  0.99998003 0.9999786  0.9999782  0.99997914 0.99998146
 0.9999853  0.99999005 0.9999948  0.99999815 0.9999976 ]","[[0.5272293  1.2614913  0.9715186  1.1322299  1.0125278  0.713757
  0.7431361  1.1690243  1.0667354 ]
 [4.697196   2.4404805  3.8309708  2.4545963  6.2671313  1.1358436
  4.4952326  4.093111   4.2662425 ]
 [0.15562056 4.010475   2.719519   2.3175197  0.38334814 5.5512404
  2.1772983  0.8794662  4.870595  ]]",trotter
273,273,4,False,"[0.9999977  0.99987805 0.9997835  0.99970853 0.9996504  0.9996081
 0.9995822  0.9995727  0.9995817  0.9996093  0.9996561  0.9997207
 0.9998022  0.99989533 0.9999972  1.0001022  1.0002048  1.0002987
 1.0003784  1.0004387  1.0004754  1.0004866  1.0004708  1.0004294
 1.0003645  1.0002805  1.0001825  1.0000775  0.999972   0.9998726
 0.9997864  0.99971867 0.99967414 0.9996545  0.9996617  0.9996948
 0.9997505  0.999826   0.9999153  1.0000118  1.0001091  1.0002007
 1.0002806  1.0003428  1.0003839  1.0004007  1.0003928  1.0003606
 1.0003065  1.0002344  1.0001489  1.0000557  0.99996096 0.99987084
 0.9997902  0.9997239  0.9996755  0.99964684 0.9996388  0.9996503
 0.9996794  0.9997222  0.9997753  0.9998343  0.9998944  0.9999517
 1.0000027  1.0000451  1.0000772  1.0000987  1.000111   1.0001154
 1.0001138  1.0001096  1.0001051  1.0001022  1.0001028  1.0001068
 1.000114   1.0001224  1.0001292  1.0001307  1.0001225  1.0000998
 1.0000587  0.9999954  0.99990803 0.9997963  0.99966264 0.99951136
 0.99935013 0.9991902  0.9990446  0.998931   0.9988694  0.99888194
 0.99899334 0.99923015 0.99961966 1.0001905  1.0009704 ]","[[0.5272293  1.2614913  0.9715186  1.1322299  1.0125278  0.713757
  0.7431361  1.1690243  1.0667354 ]
 [4.697196   2.4404805  3.8309708  2.4545963  6.2671313  1.1358436
  4.4952326  4.093111   4.2662425 ]
 [0.15562056 4.010475   2.719519   2.3175197  0.38334814 5.5512404
  2.1772983  0.8794662  4.870595  ]]",trotter
274,274,4,True,"[0.99999994 0.99999934 0.99999785 0.9999963  0.999995   0.9999943
 0.9999942  0.9999945  0.9999953  0.9999962  0.999997   0.99999774
 0.99999815 0.9999982  0.99999803 0.99999756 0.99999696 0.99999624
 0.99999565 0.9999952  0.99999493 0.99999493 0.99999523 0.9999957
 0.99999636 0.99999714 0.99999785 0.9999985  0.999999   0.9999993
 0.9999993  0.99999917 0.9999988  0.99999833 0.9999978  0.99999726
 0.9999967  0.99999636 0.9999961  0.99999607 0.9999962  0.99999636
 0.99999666 0.9999971  0.9999976  0.999998   0.99999845 0.99999875
 0.999999   0.99999917 0.9999993  0.9999993  0.9999992  0.99999905
 0.9999988  0.99999857 0.9999982  0.99999785 0.9999975  0.99999726
 0.999997   0.99999684 0.9999968  0.9999969  0.9999971  0.9999974
 0.9999978  0.9999982  0.9999986  0.9999989  0.99999917 0.9999992
 0.99999905 0.9999987  0.99999815 0.99999744 0.99999666 0.99999595
 0.9999953  0.9999948  0.99999464 0.9999947  0.999995   0.99999547
 0.999996   0.9999965  0.9999967  0.99999666 0.9999961  0.99999523
 0.999994   0.99999255 0.99999124 0.9999902  0.99998987 0.99999034
 0.9999917  0.9999939  0.99999636 0.9999984  0.9999986 ]","[[0.8888999  1.0099394  0.5688196  1.1151694  1.4702725  0.67727816
  0.5835495  0.91278434 0.8442765 ]
 [4.7058353  2.3489535  3.7104886  2.631103   3.7638664  1.9337056
  0.9758187  0.18525077 6.249889  ]
 [3.1013227  2.771208   4.1975803  1.1396916  4.4999056  4.430376
  3.0480704  4.3267264  1.0979216 ]]",trotter
275,275,4,False,"[1.0000185  1.0001912  1.0002745  1.0002886  1.0002525  1.0001824
 1.0000936  0.99999917 0.999908   0.99982834 0.9997646  0.9997189
 0.9996924  0.9996833  0.999689   0.99970585 0.9997301  0.999759
 0.99978834 0.999816   0.9998404  0.99985987 0.9998761  0.99988955
 0.99990135 0.9999141  0.9999303  0.9999523  0.9999812  1.0000187
 1.0000653  1.0001202  1.0001823  1.0002486  1.000317   1.0003829
 1.0004423  1.000491   1.0005254  1.0005414  1.0005369  1.0005096
 1.0004584  1.0003844  1.000289   1.0001758  1.0000482  0.99991095
 0.9997703  0.99963164 0.9995011  0.999384   0.9992852  0.9992092
 0.99915856 0.9991352  0.99913967 0.9991709  0.9992272  0.9993054
 0.9994018  0.999512   0.9996312  0.99975485 0.99987894 1.
 1.0001143  1.0002201  1.0003157  1.0004007  1.0004749  1.0005385
 1.0005924  1.000636   1.0006702  1.0006939  1.0007054  1.0007027
 1.0006818  1.0006391  1.0005698  1.0004685  1.0003303  1.000152
 0.9999303  0.9996642  0.99935645 0.9990121  0.99863994 0.9982536
 0.9978706  0.9975142  0.99721164 0.99699557 0.99690235 0.9969735
 0.9972538  0.99779034 0.9986326  0.99983245 1.001441  ]","[[0.8888999  1.0099394  0.5688196  1.1151694  1.4702725  0.67727816
  0.5835495  0.91278434 0.8442765 ]
 [4.7058353  2.3489535  3.7104886  2.631103   3.7638664  1.9337056
  0.9758187  0.18525077 6.249889  ]
 [3.1013227  2.771208   4.1975803  1.1396916  4.4999056  4.430376
  3.0480704  4.3267264  1.0979216 ]]",trotter
276,276,4,True,"[0.9999999  0.999999   0.999997   0.99999493 0.99999344 0.99999267
 0.9999928  0.9999935  0.99999464 0.9999958  0.9999969  0.99999785
 0.99999845 0.9999988  0.9999989  0.99999887 0.9999987  0.99999857
 0.9999985  0.99999845 0.99999845 0.99999857 0.9999986  0.9999988
 0.999999   0.99999917 0.9999994  0.9999995  0.9999997  0.9999998
 0.9999999  0.9999998  0.99999976 0.9999996  0.9999994  0.9999992
 0.99999905 0.99999887 0.9999988  0.99999875 0.9999988  0.9999989
 0.99999905 0.9999992  0.99999934 0.9999995  0.99999964 0.99999976
 0.9999999  0.9999999  0.9999998  0.9999998  0.9999997  0.99999964
 0.9999995  0.9999994  0.9999993  0.99999917 0.9999991  0.99999905
 0.999999   0.999999   0.99999905 0.99999905 0.9999992  0.9999993
 0.99999946 0.9999996  0.9999997  0.9999998  0.9999998  0.9999998
 0.9999997  0.99999946 0.99999917 0.99999887 0.9999985  0.9999982
 0.999998   0.9999978  0.99999774 0.99999774 0.999998   0.9999982
 0.99999845 0.9999986  0.9999987  0.9999985  0.99999815 0.99999756
 0.9999968  0.9999959  0.9999951  0.99999446 0.99999416 0.9999944
 0.9999951  0.9999964  0.9999979  0.9999993  0.99999964]","[[0.98359525 1.3386484  1.4814221  1.4382257  0.60485524 0.5166189
  1.4905913  1.2343026  0.5640132 ]
 [2.658027   3.1057582  0.8389447  2.2604578  5.205667   2.7637382
  1.1211072  3.059435   2.8396814 ]
 [4.517341   4.2700806  0.886711   5.948384   0.42586282 5.037156
  1.58412    3.1521811  5.4832664 ]]",trotter
277,277,4,False,"[1.000385   0.9994777  0.9988751  0.99852514 0.9983794  0.99839056
 0.9985167  0.9987188  0.9989648  0.9992266  0.9994826  0.9997168
 0.9999187  1.0000826  1.000206   1.0002915  1.0003433  1.0003672
 1.00037    1.000358   1.0003377  1.0003136  1.0002892  1.0002662
 1.0002452  1.0002253  1.000205   1.0001813  1.0001531  1.0001178
 1.0000749  1.0000244  0.99996716 0.9999054  0.9998423  0.99978137
 0.9997262  0.99968106 0.9996494  0.99963367 0.9996351  0.9996538
 0.9996894  0.9997387  0.9997992  0.99986625 0.99993557 1.0000026
 1.0000635  1.0001142  1.0001527  1.0001773  1.0001878  1.0001844
 1.0001694  1.0001454  1.0001144  1.0000808  1.000046   1.0000137
 0.999985   0.99996126 0.9999434  0.99993086 0.99992335 0.9999194
 0.99991864 0.9999201  0.9999232  0.999928   0.99993557 0.9999462
 0.999962   0.9999843  1.0000145  1.0000538  1.0001018  1.000158
 1.0002198  1.0002843  1.0003456  1.0003985  1.0004355  1.0004494
 1.0004333  1.000381   1.0002873  1.0001508  0.9999723  0.99975634
 0.9995123  0.9992538  0.9989996  0.9987732  0.9986029  0.9985221
 0.99856734 0.99877745 0.9991958  0.99986535 1.0008293 ]","[[0.98359525 1.3386484  1.4814221  1.4382257  0.60485524 0.5166189
  1.4905913  1.2343026  0.5640132 ]
 [2.658027   3.1057582  0.8389447  2.2604578  5.205667   2.7637382
  1.1211072  3.059435   2.8396814 ]
 [4.517341   4.2700806  0.886711   5.948384   0.42586282 5.037156
  1.58412    3.1521811  5.4832664 ]]",trotter
278,278,4,True,"[0.99999964 0.9999947  0.99998105 0.9999648  0.99994975 0.9999383
 0.9999317  0.99992996 0.9999325  0.9999384  0.99994653 0.99995583
 0.99996513 0.9999738  0.99998116 0.9999871  0.9999915  0.9999944
 0.999996   0.99999666 0.9999965  0.99999595 0.9999952  0.99999434
 0.9999936  0.9999931  0.9999927  0.99999267 0.9999928  0.99999315
 0.9999936  0.9999941  0.99999464 0.99999505 0.9999953  0.9999954
 0.9999953  0.99999505 0.9999946  0.9999941  0.9999936  0.99999326
 0.9999931  0.9999932  0.9999936  0.99999434 0.9999952  0.9999962
 0.9999971  0.99999785 0.99999833 0.9999984  0.9999981  0.9999974
 0.99999636 0.9999952  0.999994   0.99999285 0.999992   0.99999154
 0.9999915  0.99999183 0.99999255 0.99999356 0.99999475 0.999996
 0.9999972  0.9999983  0.99999905 0.9999996  0.9999998  0.9999997
 0.99999934 0.9999988  0.99999815 0.9999975  0.9999969  0.99999636
 0.999996   0.9999959  0.9999959  0.99999607 0.9999963  0.99999654
 0.99999654 0.99999636 0.99999577 0.99999475 0.9999934  0.9999916
 0.99998975 0.9999879  0.99998647 0.9999857  0.9999859  0.9999872
 0.9999897  0.99999285 0.999996   0.99999785 0.99999624]","[[1.2103938  0.75389767 0.55721647 0.62145114 1.0672253  1.1238446
  0.8535538  1.0084254  1.2906146 ]
 [5.93985    1.6654406  2.3567955  1.6440325  2.8885746  0.9746993
  0.6536956  6.2246776  5.732155  ]
 [2.5089343  1.0055634  1.2479007  2.7578332  4.441361   2.7937803
  4.404619   3.7397947  1.3067428 ]]",trotter
279,279,4,False,"[1.0003259  0.99959564 0.9991339  0.9988926  0.9988269  0.9988941
 0.99905396 0.9992719  0.9995178  0.99976605 0.9999963  1.0001947
 1.000351   1.0004598  1.0005205  1.0005344  1.0005075  1.000446
 1.0003577  1.0002514  1.000136   1.0000184  0.99990577 0.9998034
 0.9997153  0.9996448  0.9995928  0.99955976 0.9995453  0.99954855
 0.99956805 0.9996021  0.9996489  0.99970686 0.9997746  0.99985045
 0.999933   1.0000196  1.0001087  1.0001973  1.0002824  1.0003608
 1.0004286  1.0004814  1.0005163  1.000529   1.0005168  1.0004783
 1.0004125  1.0003201  1.0002036  1.0000666  0.9999138  0.9997521
 0.9995877  0.9994284  0.99928176 0.9991542  0.9990519  0.9989802
 0.998942   0.9989396  0.99897295 0.99904114 0.9991415  0.9992702
 0.99942225 0.99959224 0.9997748  0.9999634  1.0001525  1.0003362
 1.0005087  1.0006651  1.0007999  1.0009081  1.0009857  1.0010278
 1.0010297  1.000988   1.0008992  1.0007606  1.0005702  1.0003283
 1.0000361  0.9996976  0.99932003 0.99891245 0.9984889  0.9980667
 0.9976672  0.99731666 0.9970447  0.9968861  0.99687994 0.9970678
 0.9974964  0.99821335 0.99926996 1.0007187  1.002612  ]","[[1.2103938  0.75389767 0.55721647 0.62145114 1.0672253  1.1238446
  0.8535538  1.0084254  1.2906146 ]
 [5.93985    1.6654406  2.3567955  1.6440325  2.8885746  0.9746993
  0.6536956  6.2246776  5.732155  ]
 [2.5089343  1.0055634  1.2479007  2.7578332  4.441361   2.7937803
  4.404619   3.7397947  1.3067428 ]]",trotter
280,280,4,True,"[0.9999999  0.99999815 0.99999356 0.99998826 0.99998343 0.9999799
 0.99997795 0.9999776  0.99997854 0.99998057 0.9999834  0.9999864
 0.9999895  0.9999924  0.99999475 0.9999967  0.9999981  0.99999905
 0.9999995  0.99999976 0.99999976 0.99999964 0.9999995  0.99999934
 0.99999917 0.99999917 0.9999991  0.9999991  0.99999917 0.99999917
 0.9999993  0.9999993  0.9999994  0.9999995  0.9999996  0.9999997
 0.99999976 0.99999976 0.9999998  0.9999998  0.9999998  0.99999976
 0.99999976 0.9999997  0.99999964 0.9999996  0.9999995  0.9999996
 0.9999995  0.9999996  0.99999964 0.9999997  0.99999964 0.9999997
 0.99999976 0.9999997  0.99999964 0.9999996  0.9999994  0.9999993
 0.99999917 0.999999   0.9999989  0.9999989  0.999999   0.9999991
 0.9999993  0.9999995  0.9999997  0.9999999  0.99999994 0.9999999
 0.9999997  0.9999994  0.999999   0.9999985  0.999998   0.99999756
 0.99999714 0.9999969  0.99999684 0.999997   0.9999973  0.9999977
 0.9999982  0.9999987  0.99999905 0.9999994  0.9999995  0.9999994
 0.9999992  0.9999988  0.99999845 0.99999803 0.9999978  0.9999978
 0.999998   0.9999985  0.99999917 0.99999976 0.99999994]","[[1.2522277  0.6509035  1.3762716  0.83819383 0.5512617  1.4463931
  0.5210054  0.53624564 0.55009055]
 [1.5569515  3.6318583  3.3876946  1.8776867  4.120828   4.988386
  1.0671028  3.3598516  2.9808931 ]
 [0.0095356  5.1077023  3.292492   2.614646   0.5303474  2.7981439
  6.221209   3.3731089  5.942987  ]]",trotter
281,281,4,False,"[1.0000234  0.99986356 0.9997951  0.9997996  0.9998609  0.9999623
 1.0000881  1.0002235  1.0003563  1.0004745  1.0005692  1.0006332
 1.0006623  1.0006549  1.0006111  1.0005331  1.000425   1.0002937
 1.0001462  0.9999904  0.99983495 0.99968815 0.9995581  0.999451
 0.99937266 0.9993257  0.99931294 0.99933344 0.9993854  0.99946463
 0.9995659  0.99968296 0.9998084  0.99993527 1.0000559  1.0001649
 1.0002563  1.0003266  1.0003732  1.0003949  1.0003939  1.0003712
 1.0003309  1.0002776  1.0002155  1.00015    1.000086   1.000027
 0.9999764  0.99993676 0.999909   0.9998927  0.99988747 0.999891
 0.9999005  0.9999135  0.9999267  0.99993813 0.99994504 0.99994576
 0.9999403  0.99992853 0.9999118  0.999892   0.99987227 0.9998552
 0.99984443 0.9998428  0.9998534  0.9998778  0.9999175  0.9999733
 1.0000436  1.0001265  1.000219   1.0003172  1.000416   1.00051
 1.0005935  1.0006609  1.0007073  1.0007281  1.0007192  1.0006785
 1.0006056  1.0005007  1.0003661  1.0002055  1.0000248  0.99983096
 0.999633   0.9994415  0.9992676  0.99912524 0.9990282  0.9989925
 0.99903476 0.9991731  0.9994268  0.99981606 1.0003628 ]","[[1.2522277  0.6509035  1.3762716  0.83819383 0.5512617  1.4463931
  0.5210054  0.53624564 0.55009055]
 [1.5569515  3.6318583  3.3876946  1.8776867  4.120828   4.988386
  1.0671028  3.3598516  2.9808931 ]
 [0.0095356  5.1077023  3.292492   2.614646   0.5303474  2.7981439
  6.221209   3.3731089  5.942987  ]]",trotter
282,282,4,True,"[0.99999994 0.99999785 0.99999326 0.99998826 0.9999844  0.99998206
 0.9999813  0.99998206 0.99998385 0.99998623 0.9999888  0.99999136
 0.99999374 0.99999565 0.999997   0.999998   0.9999986  0.99999887
 0.9999989  0.9999988  0.99999857 0.9999984  0.9999982  0.9999982
 0.9999982  0.99999833 0.9999986  0.99999887 0.9999991  0.9999993
 0.9999994  0.99999934 0.99999917 0.99999887 0.9999984  0.99999785
 0.99999726 0.9999966  0.9999962  0.9999958  0.99999565 0.99999565
 0.9999959  0.99999624 0.9999968  0.9999974  0.99999803 0.9999985
 0.999999   0.9999993  0.99999934 0.9999993  0.9999991  0.9999987
 0.9999983  0.9999977  0.99999714 0.9999967  0.9999964  0.9999962
 0.9999961  0.9999962  0.9999964  0.9999968  0.9999972  0.9999977
 0.99999815 0.99999857 0.9999989  0.99999917 0.99999934 0.99999934
 0.9999993  0.99999905 0.9999988  0.99999845 0.99999803 0.9999976
 0.9999972  0.9999969  0.9999966  0.9999964  0.99999607 0.9999957
 0.9999948  0.9999933  0.999991   0.99998754 0.999983   0.99997747
 0.9999713  0.9999651  0.99995965 0.9999561  0.9999553  0.9999581
 0.9999647  0.9999746  0.9999862  0.9999961  0.9999995 ]","[[0.9924739  1.1673025  0.8883379  0.6418213  1.300141   0.84271604
  0.9411031  0.6113275  1.2938602 ]
 [2.3254874  4.109361   3.3946824  1.4388249  4.731927   4.1426396
  5.0373363  3.4146671  4.8808856 ]
 [5.7767057  3.6828887  4.719689   1.4935776  3.085275   4.08955
  1.4017727  5.466851   0.6242429 ]]",trotter
283,283,4,False,"[0.99998164 1.0000947  1.0002215  1.0003458  1.000454   1.0005357
 1.0005834  1.0005926  1.0005631  1.0004971  1.0003998  1.0002787
 1.0001423  1.0000004  0.9998626  0.99973786 0.9996345  0.99955755
 0.99951136 0.99949783 0.99951583 0.99956244 0.99963295 0.99972105
 0.9998206  0.99992335 1.0000234  1.0001137  1.0001899  1.0002483
 1.0002877  1.0003067  1.0003073  1.0002913  1.0002623  1.0002234
 1.0001789  1.0001326  1.0000881  1.0000464  1.0000101  0.9999803
 0.99995613 0.9999381  0.9999239  0.9999134  0.99990505 0.9998983
 0.9998922  0.9998871  0.99988365 0.9998827  0.9998861  0.9998955
 0.99991196 0.9999374  0.99997216 1.0000162  1.000068   1.0001262
 1.0001874  1.0002477  1.0003024  1.0003465  1.000376   1.0003864
 1.0003747  1.0003397  1.0002811  1.0002021  1.0001061  0.9999996
 0.99988973 0.99978554 0.9996956  0.9996274  0.999589   0.9995838
 0.9996147  0.9996806  0.999777   0.99989486 1.0000241  1.0001515
 1.0002626  1.0003421  1.000377   1.0003564  1.0002729  1.0001252
 0.99991775 0.9996617  0.9993769  0.99908954 0.9988342  0.99865204
 0.9985902  0.9987015  0.9990414  0.9996678  1.0006399 ]","[[0.9924739  1.1673025  0.8883379  0.6418213  1.300141   0.84271604
  0.9411031  0.6113275  1.2938602 ]
 [2.3254874  4.109361   3.3946824  1.4388249  4.731927   4.1426396
  5.0373363  3.4146671  4.8808856 ]
 [5.7767057  3.6828887  4.719689   1.4935776  3.085275   4.08955
  1.4017727  5.466851   0.6242429 ]]",trotter
284,284,4,True,"[1.         0.99999887 0.99999654 0.99999404 0.99999225 0.9999916
 0.999992   0.9999934  0.9999952  0.999997   0.99999845 0.99999905
 0.99999875 0.9999976  0.9999957  0.9999934  0.99999106 0.99998903
 0.9999875  0.99998665 0.9999867  0.9999875  0.999989   0.9999907
 0.99999267 0.99999464 0.9999964  0.99999785 0.99999887 0.99999946
 0.9999997  0.9999995  0.9999992  0.99999875 0.99999815 0.99999756
 0.9999971  0.9999967  0.9999964  0.9999963  0.99999636 0.99999654
 0.9999969  0.9999973  0.99999785 0.99999833 0.99999875 0.99999917
 0.99999946 0.99999964 0.99999976 0.9999997  0.9999996  0.9999994
 0.9999992  0.999999   0.9999988  0.9999987  0.9999986  0.9999986
 0.9999987  0.99999875 0.99999887 0.999999   0.99999917 0.9999992
 0.9999994  0.99999946 0.99999946 0.99999946 0.9999994  0.9999993
 0.9999991  0.9999989  0.9999987  0.9999985  0.99999833 0.9999982
 0.99999815 0.99999815 0.9999983  0.9999984  0.9999985  0.9999986
 0.9999987  0.9999987  0.9999985  0.9999981  0.9999975  0.9999967
 0.99999577 0.99999475 0.9999938  0.9999931  0.9999928  0.99999297
 0.9999938  0.99999535 0.99999726 0.99999905 0.99999964]","[[0.89349586 1.345851   0.988954   0.92824906 1.112185   0.7613935
  1.4176706  1.3895322  0.8610818 ]
 [4.7558646  4.3104     4.9214816  0.5440696  3.3464704  6.271011
  1.600806   1.3600298  1.1680287 ]
 [5.799595   1.2573208  2.0512545  5.560297   4.59557    1.8911184
  1.6664734  5.7575173  0.4716226 ]]",trotter
285,285,4,False,"[1.0000492  0.99813396 0.99684846 0.99610215 0.99580455 0.9958674
 0.99620473 0.9967374  0.9973931  0.9981075  0.998826   0.9995047
 1.0001097  1.0006167  1.0010132  1.0012937  1.0014607  1.0015234
 1.0014954  1.001393   1.0012339  1.0010368  1.0008187  1.0005943
 1.0003769  1.0001757  0.99999815 0.9998487  0.9997294  0.99964106
 0.9995825  0.9995515  0.9995463  0.99956363 0.99960124 0.9996563
 0.9997262  0.999808   0.9998991  0.9999955  1.0000943  1.0001912
 1.0002818  1.0003613  1.0004256  1.0004702  1.0004919  1.0004884
 1.0004578  1.0004002  1.0003175  1.0002126  1.0000889  0.9999527
 0.9998097  0.9996667  0.9995301  0.99940646 0.9993017  0.9992194
 0.999164   0.99913716 0.9991401  0.99917144 0.9992304  0.9993134
 0.999418   0.9995398  0.99967563 0.99982065 0.9999712  1.0001234
 1.0002732  1.0004171  1.0005515  1.0006727  1.0007763  1.0008584
 1.0009141  1.0009383  1.0009265  1.0008739  1.0007765  1.0006315
 1.0004367  1.0001934  0.9999051  0.9995775  0.9992215  0.99885035
 0.99848115 0.9981355  0.99783814 0.9976162  0.9974995  0.9975198
 0.997708   0.99809635 0.9987141  0.9995889  1.0007448 ]","[[0.89349586 1.345851   0.988954   0.92824906 1.112185   0.7613935
  1.4176706  1.3895322  0.8610818 ]
 [4.7558646  4.3104     4.9214816  0.5440696  3.3464704  6.271011
  1.600806   1.3600298  1.1680287 ]
 [5.799595   1.2573208  2.0512545  5.560297   4.59557    1.8911184
  1.6664734  5.7575173  0.4716226 ]]",trotter
